wavelength,patch1,patch2,patch3,patch4,patch5,patch6,patch7,patch8,patch9,patch10,patch11,patch12,patch13,patch14,patch15,patch16,patch17,patch18,patch19,patch20,patch21,patch22,patch23,patch24,patch25,patch26,patch27,patch28,patch29,patch30,patch31,patch32,patch33,patch34,patch35,patch36,patch37,patch38,patch39,patch40,patch41,patch42,patch43,patch44,patch45,patch46,patch47,patch48,patch49,patch50,patch51,patch52,patch53,patch54,patch55,patch56,patch57,patch58,patch59,patch60,patch61,patch62,patch63,patch64,patch65,patch66,patch67,patch68,patch69,patch70,patch71,patch72,patch73,patch74,patch75,patch76,patch77,patch78,patch79,patch80,patch81,patch82,patch83,patch84,patch85,patch86,patch87,patch88,patch89,patch90,patch91,patch92,patch93,patch94,patch95,patch96,patch97,patch98,patch99,patch100,patch101,patch102,patch103,patch104,patch105,patch106,patch107,patch108,patch109,patch110,patch111,patch112,patch113,patch114,patch115,patch116,patch117,patch118,patch119,patch120,patch121,patch122,patch123,patch124,patch125,patch126,patch127,patch128,patch129,patch130,patch131,patch132,patch133,patch134,patch135,patch136,patch137,patch138,patch139,patch140,patch141,patch142,patch143,patch144,patch145,patch146,patch147,patch148,patch149,patch150,patch151,patch152,patch153,patch154,patch155,patch156,patch157,patch158,patch159,patch160,patch161,patch162,patch163,patch164,patch165,patch166,patch167,patch168,patch169,patch170,patch171,patch172,patch173,patch174,patch175,patch176,patch177,patch178,patch179,patch180,patch181,patch182,patch183,patch184,patch185,patch186,patch187,patch188,patch189,patch190
490.0,0.0203,0.0889,0.7913,0.1995,0.5961,0.4287,0.297,0.1955,0.1133,0.0649,0.0309,0.1598,0.1111,0.225,0.1052,0.0602,0.3916,0.2498,0.0336,0.0505,0.31,0.116,0.0303,0.0141,0.1587,0.0459,0.0369,0.044,0.0338,0.0179,0.0342,0.2354,0.0719,0.0156,0.0111,0.0809,0.0122,0.0491,0.0151,0.0367,0.175,0.0659,0.3628,0.0331,0.1105,0.081,0.0194,0.1027,0.047,0.0445,0.0809,0.1175,0.0321,0.3573,0.139,0.028,0.1099,0.0723,0.0533,0.221,0.1595,0.162,0.2264,0.0202,0.0893,0.178,0.6469,0.4243,0.1585,0.0737,0.1341,0.327,0.181,0.1555,0.2147,0.0497,0.3351,0.1464,0.0952,0.0268,0.0389,0.195,0.0517,0.0594,0.1174,0.0282,0.032,0.0337,0.0394,0.0497,0.0647,0.0535,0.0568,0.3686,0.192,0.1928,0.1633,0.1409,0.3493,0.1929,0.08,0.1033,0.219,0.136,0.069,0.34,0.4757,0.0697,0.2365,0.1691,0.1411,0.0925,0.3934,0.842,0.1868,0.6172,0.6211,0.1456,0.3955,0.3641,0.575,0.4961,0.3733,0.4375,0.7334,0.171,0.4523,0.6964,0.43,0.6003,0.4374,0.5725,0.3565,0.1814,0.6533,0.3007,0.4485,0.0981,0.3722,0.7273,0.4626,0.2,0.3224,0.1665,0.5,0.3478,0.563,0.0771,0.114,0.2416,0.5319,0.1499,0.2529,0.2874,0.166,0.4501,0.1697,0.3537,0.6813,0.1808,0.4952,0.1966,0.3371,0.1013,0.5918,0.0203,0.1321,0.0769,0.2217,0.2392,0.327,0.0967,0.1816,0.3052,0.333,0.5975,0.133,0.2809,0.1878,0.5583,0.0312,0.2048,0.3331,0.2265,0.3741,0.3518,0.0344,0.5043,0.0368,0.2977
495.0,0.020518811,0.088754834,0.789735604,0.1995,0.595967294,0.428256405,0.297506528,0.19523006,0.113149399,0.065029265,0.03087392,0.171819746,0.123715737,0.230964095,0.112437355,0.060442573,0.397770804,0.256770115,0.03415219,0.045625611,0.304451554,0.110629384,0.029206686,0.01345001,0.154251839,0.045830284,0.036562202,0.043781589,0.03220016,0.017643738,0.032931399,0.230888285,0.071577702,0.014949988,0.01086876,0.079951075,0.011768845,0.049900003,0.014968729,0.037187464,0.177546073,0.068875172,0.368091272,0.034575104,0.110336201,0.081590931,0.021275234,0.105669822,0.046967331,0.046631925,0.094462564,0.123115745,0.057277291,0.392896631,0.14447287,0.04624643,0.114465428,0.073882652,0.056475409,0.225508933,0.186268432,0.186844908,0.246465991,0.020670324,0.134375813,0.194104784,0.684216741,0.426915506,0.184700321,0.077275017,0.169239389,0.408082405,0.213360251,0.179461222,0.260663058,0.051908437,0.423149519,0.222721542,0.111987163,0.027581522,0.043327103,0.23179087,0.054917326,0.063511659,0.123536279,0.029356847,0.033888538,0.034358322,0.040638159,0.051333195,0.096912851,0.086263958,0.099548767,0.451347292,0.270377097,0.231004517,0.192810673,0.153395763,0.397559955,0.221592385,0.105270521,0.131099269,0.246214814,0.144900273,0.091441807,0.361595533,0.499218921,0.073705935,0.2493163,0.169249678,0.175164791,0.095544381,0.406482407,0.868880951,0.191071756,0.643324631,0.626187361,0.166043323,0.462400333,0.39349472,0.587155159,0.490314966,0.37939655,0.445774903,0.745712239,0.174785583,0.449023925,0.702541419,0.427993736,0.611602906,0.428624925,0.569379411,0.346900218,0.178269107,0.650416113,0.294123947,0.428837039,0.092755118,0.36431769,0.718089109,0.44149634,0.192599185,0.294970477,0.160136929,0.481239449,0.3278031,0.54143976,0.073831009,0.106407095,0.234438085,0.520389448,0.127194461,0.22782719,0.276278193,0.151512582,0.424171483,0.153100331,0.343376325,0.665093598,0.168207237,0.454407619,0.188258207,0.304864703,0.093147357,0.571898143,0.018831323,0.119674551,0.072017508,0.19377246,0.2229668,0.296747059,0.085037346,0.177297187,0.271818057,0.319300164,0.589210047,0.127755097,0.246350188,0.177562165,0.548995494,0.029387823,0.1942347,0.325316394,0.20209705,0.363402594,0.344820707,0.031318825,0.491901662,0.029455921,0.273613765
500.0,0.0206,0.0886,0.7873,0.1995,0.5953,0.4275,0.2979,0.1948,0.1129,0.0652,0.0308,0.1815,0.1346,0.2356,0.1181,0.0605,0.4039,0.2633,0.0347,0.0417,0.3004,0.107,0.0281,0.013,0.1513,0.0458,0.0363,0.0436,0.0311,0.0175,0.0318,0.2285,0.0715,0.0144,0.0107,0.0792,0.0115,0.0507,0.0149,0.0377,0.1796,0.0721,0.3711,0.0362,0.1109,0.083,0.0232,0.1086,0.0467,0.051,0.1076,0.1281,0.0918,0.4293,0.153,0.0701,0.1199,0.0751,0.064,0.23,0.2213,0.224,0.2774,0.0227,0.1934,0.212,0.7175,0.4366,0.2197,0.0814,0.2103,0.5021,0.2472,0.2042,0.316,0.0575,0.5272,0.3264,0.1269,0.029,0.0518,0.2769,0.0597,0.0699,0.1338,0.0316,0.0372,0.0362,0.043,0.0547,0.1353,0.1297,0.162,0.5465,0.3697,0.2745,0.22,0.1699,0.4435,0.247,0.1307,0.1612,0.2694,0.152,0.1151,0.379,0.5095,0.077,0.2587,0.1703,0.2118,0.0966,0.4136,0.8809,0.191,0.6574,0.6317,0.1798,0.5326,0.4158,0.591,0.4857,0.3819,0.4493,0.7527,0.1786,0.437,0.706,0.424,0.6174,0.4154,0.5642,0.3348,0.1719,0.6451,0.2852,0.4075,0.0872,0.3554,0.708,0.418,0.185,0.2672,0.1542,0.462,0.3073,0.5194,0.0704,0.099,0.227,0.5063,0.1081,0.2059,0.265,0.138,0.3998,0.1378,0.3321,0.6488,0.1567,0.4157,0.1798,0.2765,0.0853,0.5528,0.0175,0.1082,0.0679,0.168,0.2086,0.268,0.0746,0.1721,0.2448,0.307,0.5819,0.123,0.2184,0.1682,0.5388,0.028,0.1846,0.3169,0.1827,0.3549,0.3377,0.0287,0.479,0.024,0.2506
505.0,0.020487509,0.088533168,0.785282521,0.1995,0.594310193,0.426816991,0.297738655,0.194452729,0.112666038,0.065238563,0.030708573,0.186244654,0.14092226,0.238606628,0.121045242,0.060643502,0.408915138,0.266857919,0.035180442,0.038325164,0.298648249,0.106420061,0.027205758,0.012743742,0.149913677,0.045697664,0.036125232,0.043238136,0.030368644,0.017343798,0.030693759,0.22814699,0.071409437,0.013962506,0.01061873,0.078235958,0.011499868,0.050692162,0.014938134,0.038062996,0.181083681,0.075389068,0.368546993,0.037837475,0.113978693,0.085410928,0.025087715,0.110213296,0.045242143,0.05958049,0.119030899,0.132114795,0.138470698,0.459487685,0.16742067,0.099827903,0.129878568,0.075848474,0.078658883,0.234930128,0.261740234,0.272228133,0.323574431,0.027253379,0.264303518,0.230994155,0.744038056,0.456583302,0.267564885,0.085974892,0.255193458,0.597007579,0.275814456,0.227679778,0.381026462,0.069037804,0.634954536,0.461595392,0.137123625,0.031355157,0.066455656,0.333085757,0.067183544,0.080207518,0.149970117,0.035224219,0.042204384,0.039510153,0.046842129,0.060638818,0.177245823,0.182769364,0.250554431,0.639280476,0.484371505,0.320660597,0.241079327,0.194088065,0.480727356,0.264614594,0.153387711,0.187910997,0.286053327,0.156897833,0.13832493,0.391653924,0.510064307,0.078475755,0.264313286,0.173159763,0.243048958,0.094981195,0.414827732,0.878848682,0.186857086,0.660549852,0.637181207,0.182250932,0.588252848,0.424384525,0.589416112,0.482796612,0.380735396,0.448693417,0.752743056,0.182229676,0.419376073,0.705618619,0.418910115,0.614129337,0.398308415,0.55780174,0.319478535,0.163580871,0.637536264,0.27462968,0.385627316,0.081752215,0.34468192,0.697099435,0.392353996,0.177474017,0.241150552,0.148834204,0.443438785,0.286527665,0.498194208,0.066986933,0.091719422,0.222149612,0.487428408,0.092987904,0.187166586,0.251947101,0.124812489,0.377502455,0.120004325,0.31926512,0.63254565,0.146738156,0.380360079,0.167817174,0.250363002,0.077911303,0.534381149,0.016318716,0.097572973,0.063208045,0.14476132,0.197153667,0.241067602,0.066563892,0.165018257,0.22553275,0.297631835,0.574635068,0.119163082,0.197719529,0.159229273,0.523081192,0.026562776,0.175454997,0.303806947,0.169123441,0.348061785,0.330791644,0.026687316,0.465812838,0.020218924,0.229321457
510.0,0.0202,0.0885,0.7837,0.1995,0.5933,0.4263,0.2974,0.1942,0.1125,0.0652,0.0306,0.1874,0.1432,0.2398,0.1218,0.0609,0.4117,0.2677,0.0357,0.0357,0.2968,0.1059,0.0265,0.0126,0.1483,0.0455,0.036,0.043,0.0301,0.0172,0.0298,0.2277,0.071,0.0136,0.0106,0.077,0.0115,0.0506,0.015,0.0384,0.1822,0.079,0.3655,0.0396,0.1168,0.0871,0.027,0.1118,0.0432,0.0714,0.1265,0.1351,0.1815,0.4824,0.185,0.1267,0.144,0.0763,0.1029,0.24,0.3001,0.324,0.3818,0.0406,0.3432,0.248,0.7634,0.4834,0.3291,0.091,0.2996,0.6773,0.2974,0.2506,0.4484,0.0878,0.7278,0.5962,0.1416,0.0348,0.0875,0.3929,0.0768,0.0936,0.1725,0.0411,0.0499,0.0463,0.0528,0.07,0.2099,0.2328,0.3403,0.7138,0.5878,0.3632,0.2559,0.2259,0.5081,0.2725,0.1657,0.2085,0.2963,0.16,0.1516,0.4,0.5061,0.0788,0.2668,0.1784,0.2642,0.0919,0.4143,0.8678,0.1797,0.6551,0.6421,0.182,0.6206,0.4248,0.586,0.4817,0.3765,0.4444,0.7483,0.1854,0.3975,0.7027,0.413,0.6032,0.3778,0.5502,0.301,0.1539,0.6286,0.2633,0.3634,0.0768,0.3318,0.685,0.365,0.17,0.2163,0.1438,0.425,0.2659,0.4767,0.0636,0.0844,0.2202,0.4666,0.0811,0.1709,0.2386,0.113,0.3563,0.1017,0.3034,0.6159,0.1383,0.3496,0.1561,0.2261,0.0712,0.517,0.0153,0.0882,0.06,0.1245,0.1875,0.2166,0.0603,0.1575,0.2131,0.29,0.5648,0.116,0.1833,0.1499,0.5051,0.0253,0.1668,0.2906,0.1612,0.3392,0.3252,0.0252,0.4531,0.0177,0.21
515.0,0.019737506,0.088451283,0.782364022,0.1995,0.592529916,0.426001956,0.297319205,0.194036128,0.112436108,0.06517665,0.030473954,0.185643876,0.142158712,0.239383718,0.120190074,0.061346191,0.412000726,0.263505234,0.036374004,0.033937407,0.292293241,0.102356389,0.026112655,0.012487527,0.1440879,0.045156158,0.035868444,0.043023829,0.030425032,0.017037495,0.029281227,0.224621158,0.069517123,0.013262508,0.010681258,0.074836179,0.011500049,0.050108817,0.015026287,0.03876217,0.183045439,0.08297529,0.365544346,0.041612348,0.11694159,0.087108127,0.02892009,0.11391371,0.041605836,0.087369311,0.128584795,0.136805204,0.203870668,0.494881677,0.203493393,0.140931951,0.162478579,0.076619217,0.142548807,0.244932584,0.327362401,0.37111689,0.452290377,0.067718965,0.4272751,0.259581454,0.775200624,0.513059189,0.408769436,0.096553649,0.338481946,0.724230147,0.308917663,0.273350121,0.51031683,0.117431311,0.78382385,0.693224074,0.14159375,0.040029399,0.118028312,0.448572217,0.088340581,0.109834756,0.204699497,0.050899835,0.062338701,0.059961572,0.062432744,0.085128802,0.220558518,0.264622176,0.402454325,0.753014038,0.648442759,0.394905508,0.264535753,0.266719446,0.524836798,0.272387619,0.16608172,0.220006889,0.300709449,0.161733292,0.151803396,0.404489227,0.496799103,0.077415696,0.266987334,0.187063383,0.271011431,0.088515287,0.409235281,0.851239096,0.17137601,0.643435084,0.645918306,0.171911981,0.622847232,0.414874281,0.583176543,0.482147566,0.369742424,0.435992376,0.739713743,0.187961163,0.372202123,0.697625181,0.406370596,0.584952489,0.354268682,0.541213705,0.279464086,0.1436058,0.619256243,0.252270771,0.341009808,0.073122829,0.316046643,0.671432949,0.336273271,0.162531129,0.192157291,0.138868072,0.40607145,0.245967184,0.453722826,0.060267823,0.076758394,0.221510015,0.446547588,0.071954507,0.156470885,0.225578995,0.103555178,0.335105372,0.0829777,0.282507777,0.598537041,0.13167438,0.325205181,0.14657425,0.202561576,0.065436388,0.501104677,0.014468637,0.080616209,0.059396546,0.107820522,0.178854442,0.195227927,0.055894975,0.150374103,0.207925498,0.283365114,0.549843638,0.113456107,0.175212908,0.138724415,0.487475322,0.024256128,0.15823593,0.280313322,0.158462834,0.323590953,0.322171139,0.02428128,0.441582549,0.016018893,0.192941872
520.0,0.0192,0.0885,0.7814,0.1995,0.592,0.4261,0.2974,0.1941,0.1125,0.0652,0.0304,0.1839,0.1411,0.2389,0.1173,0.0617,0.4107,0.2561,0.0371,0.0329,0.287,0.098,0.0258,0.0124,0.1393,0.0448,0.0358,0.0432,0.0311,0.0169,0.0291,0.2198,0.0684,0.013,0.0108,0.0733,0.0115,0.0497,0.0151,0.0392,0.1839,0.0878,0.3699,0.0437,0.1163,0.087,0.031,0.1176,0.0402,0.1036,0.1287,0.1377,0.2112,0.5016,0.224,0.1457,0.1869,0.0769,0.1898,0.25,0.3461,0.413,0.5244,0.108,0.5087,0.267,0.7803,0.5393,0.4965,0.1023,0.3706,0.7489,0.3143,0.295,0.563,0.1515,0.8128,0.7551,0.1411,0.0457,0.1513,0.494,0.0998,0.1262,0.2394,0.0625,0.0766,0.0766,0.0733,0.1023,0.2213,0.2814,0.4375,0.7659,0.673,0.4153,0.2685,0.3079,0.5334,0.2699,0.1658,0.2248,0.301,0.162,0.1498,0.405,0.4837,0.0746,0.2655,0.1963,0.2674,0.0849,0.3999,0.8312,0.1619,0.6274,0.6481,0.1541,0.6034,0.3961,0.578,0.4828,0.3601,0.4242,0.7285,0.1892,0.3448,0.6909,0.399,0.5611,0.3288,0.5306,0.2554,0.1329,0.6097,0.2415,0.3187,0.0698,0.298,0.6575,0.3073,0.155,0.1697,0.1342,0.387,0.2263,0.4327,0.0571,0.0691,0.2244,0.4313,0.065,0.144,0.2146,0.096,0.3163,0.0667,0.2601,0.5826,0.1263,0.3059,0.1418,0.1823,0.0606,0.4856,0.0138,0.0743,0.059,0.0946,0.171,0.1774,0.0523,0.1462,0.2063,0.277,0.5326,0.111,0.1706,0.1277,0.4727,0.0235,0.1507,0.2755,0.1578,0.3058,0.3212,0.0237,0.4316,0.015,0.1785
525.0,0.018687458,0.088743137,0.780930961,0.1995,0.591663056,0.42668196,0.297477409,0.194485627,0.112692972,0.065280863,0.030438321,0.184954163,0.142835579,0.23961365,0.114022829,0.06176098,0.404927646,0.248206487,0.037789284,0.032462362,0.281887146,0.095764892,0.025281402,0.012274989,0.134635415,0.044574811,0.035937633,0.043787739,0.031800583,0.01682499,0.029186699,0.214062757,0.068583552,0.012849983,0.010856267,0.073166265,0.011499933,0.05068932,0.01530433,0.039781694,0.184975131,0.094026349,0.384659684,0.045706744,0.114482935,0.087002561,0.03334574,0.123374448,0.039000353,0.115978635,0.125364844,0.138126233,0.209359914,0.506364397,0.247585234,0.144912143,0.219206465,0.077227531,0.239407381,0.255499598,0.357298332,0.44701729,0.586817335,0.165858619,0.57822224,0.271343051,0.780883201,0.555956139,0.583406542,0.108186848,0.393690086,0.762266976,0.317074297,0.314881569,0.601756497,0.183934103,0.825707446,0.784491543,0.139036263,0.050784429,0.182215223,0.522703107,0.108969381,0.139663489,0.270985229,0.075085932,0.091147733,0.094119055,0.083818289,0.119092141,0.213559677,0.287403648,0.447463718,0.76408031,0.671596475,0.424550907,0.269364359,0.339775306,0.536398693,0.263832733,0.158066973,0.225575261,0.298768445,0.160668908,0.138448035,0.401512109,0.468542119,0.071123992,0.262850164,0.203616763,0.257726084,0.081537737,0.388694664,0.809089603,0.151557986,0.608373648,0.648138418,0.135642247,0.571932505,0.373541704,0.56749938,0.482378746,0.34710592,0.409601732,0.715837252,0.188460347,0.316449883,0.682929214,0.390862254,0.532969018,0.302356861,0.518161982,0.229184153,0.122042246,0.600231925,0.231191068,0.296776811,0.066234394,0.277611872,0.644339704,0.279109799,0.147347582,0.149892766,0.12997245,0.368137897,0.206389203,0.417129861,0.054249596,0.061486266,0.227403371,0.425321533,0.059665733,0.133434523,0.20822644,0.090626235,0.302286992,0.056409375,0.238972138,0.57026829,0.121703066,0.290960415,0.143371887,0.166965444,0.056862208,0.46928981,0.013300097,0.06903302,0.056728317,0.085173459,0.163250455,0.163923342,0.048333675,0.146055081,0.204694993,0.269649401,0.515327527,0.107892261,0.16671962,0.1180923,0.463156095,0.023162373,0.144521368,0.280751412,0.157229097,0.286934978,0.321355148,0.023193951,0.423598891,0.014268905,0.167203033
530.0,0.0182,0.089,0.7807,0.1995,0.5915,0.4273,0.2976,0.1949,0.1129,0.0654,0.0305,0.1873,0.1458,0.2415,0.1116,0.0615,0.3964,0.241,0.0385,0.0324,0.2789,0.0949,0.0248,0.0122,0.132,0.0444,0.0362,0.0447,0.0329,0.0168,0.0293,0.2104,0.0699,0.0128,0.0109,0.0732,0.0115,0.0533,0.0156,0.0405,0.1866,0.1015,0.4033,0.0477,0.1132,0.0875,0.0361,0.1334,0.0382,0.126,0.1221,0.1389,0.2063,0.5098,0.272,0.1436,0.2589,0.0777,0.287,0.261,0.3643,0.475,0.6387,0.2303,0.635,0.274,0.7805,0.5654,0.6599,0.1134,0.4097,0.7695,0.3183,0.3321,0.6283,0.2112,0.8299,0.7932,0.1365,0.055,0.2082,0.539,0.1157,0.1496,0.2974,0.0863,0.1037,0.1103,0.0929,0.1337,0.2002,0.2867,0.4414,0.754,0.654,0.4251,0.2679,0.3599,0.5346,0.256,0.145,0.2234,0.2942,0.158,0.1211,0.395,0.4515,0.0673,0.2593,0.2087,0.2437,0.0783,0.3759,0.7855,0.1408,0.5865,0.6457,0.1167,0.5336,0.3479,0.554,0.4808,0.3308,0.3923,0.7006,0.1861,0.288,0.6727,0.382,0.5019,0.2756,0.5039,0.2021,0.1114,0.5907,0.2215,0.2751,0.0622,0.2566,0.6319,0.2521,0.14,0.1325,0.1259,0.35,0.1871,0.4061,0.0516,0.0544,0.2277,0.4234,0.0556,0.125,0.2039,0.086,0.2921,0.0498,0.2212,0.5618,0.1179,0.2799,0.1457,0.1582,0.0539,0.4531,0.0129,0.0644,0.054,0.0787,0.1565,0.1542,0.0445,0.1471,0.2027,0.263,0.5038,0.105,0.1632,0.1108,0.4592,0.0231,0.1412,0.2897,0.1565,0.2755,0.3215,0.0229,0.4177,0.014,0.1587
535.0,0.017781269,0.08908535,0.780379466,0.1995,0.591456874,0.42749408,0.297833382,0.195043649,0.113003574,0.065524741,0.030512059,0.190493146,0.148605895,0.244446895,0.111014281,0.0603187,0.38716737,0.236089611,0.039273195,0.032575568,0.279290199,0.094976483,0.024512428,0.01229374,0.132784512,0.044231484,0.03646259,0.045787672,0.03437592,0.01683124,0.029328242,0.210970176,0.072978599,0.012868762,0.010931236,0.074718301,0.011612592,0.057218924,0.015925079,0.041275417,0.189033127,0.110530914,0.418646161,0.049482382,0.114906501,0.090148649,0.039797056,0.148577694,0.037936381,0.132893461,0.122690568,0.140774878,0.20503516,0.512557358,0.294697001,0.143258849,0.307441507,0.078427395,0.325197845,0.266067822,0.370249136,0.498140822,0.677151093,0.291689054,0.676170132,0.27626065,0.782199089,0.570905935,0.714189942,0.117403296,0.42044374,0.774710132,0.31904456,0.345550749,0.64475449,0.22885905,0.831376747,0.792454677,0.134859505,0.057430847,0.22363718,0.547534776,0.119936472,0.155483117,0.313597914,0.09277333,0.110626145,0.121456027,0.09838186,0.14274143,0.186129716,0.282220638,0.427086353,0.739671754,0.627825685,0.419421658,0.264588276,0.366744906,0.528327215,0.247846152,0.13318407,0.218885924,0.287161968,0.154333789,0.104722006,0.386447867,0.433061191,0.063724103,0.254967942,0.210463024,0.226199783,0.075082103,0.362399515,0.761005468,0.130079428,0.561742207,0.640536555,0.099701409,0.491750395,0.321073694,0.54004927,0.478385395,0.311345115,0.37236979,0.681709951,0.182090794,0.260186831,0.659216371,0.372426125,0.469210471,0.249103064,0.487792891,0.175280951,0.101387698,0.581056562,0.212715055,0.253542215,0.057001028,0.236663967,0.619973088,0.22673998,0.133385892,0.117579331,0.12169196,0.333117884,0.16924253,0.399282857,0.049056754,0.048436472,0.218927404,0.420838224,0.052295625,0.119232161,0.200036814,0.08056832,0.285458869,0.046537778,0.209012657,0.557451307,0.114639693,0.272006878,0.146748963,0.155919046,0.051469338,0.43768548,0.012506258,0.059776496,0.052561397,0.074774398,0.150895984,0.148458947,0.040649454,0.148535151,0.197863945,0.25818915,0.501165882,0.102925174,0.15759688,0.107541454,0.459360579,0.023287547,0.140797206,0.298092049,0.154546449,0.274784358,0.320535862,0.022812132,0.4141245,0.014049892,0.152333577
540.0,0.0174,0.0891,0.7797,0.1995,0.5913,0.4273,0.2981,0.195,0.113,0.0656,0.0305,0.1925,0.1501,0.2477,0.1111,0.059,0.3812,0.2338,0.0401,0.0332,0.2835,0.0959,0.0244,0.0125,0.1366,0.0441,0.0368,0.047,0.0371,0.0169,0.0294,0.216,0.0774,0.013,0.011,0.0785,0.0119,0.0627,0.0164,0.0424,0.1927,0.1202,0.4267,0.0517,0.1219,0.0975,0.0433,0.1736,0.0379,0.1399,0.1271,0.1448,0.2033,0.5178,0.318,0.1428,0.3589,0.0796,0.3607,0.271,0.3755,0.517,0.7066,0.3471,0.7055,0.279,0.7886,0.576,0.75,0.1193,0.4295,0.7791,0.3192,0.3553,0.6541,0.2388,0.831,0.7863,0.1341,0.059,0.2336,0.548,0.1225,0.1585,0.324,0.0968,0.1146,0.1301,0.102,0.1488,0.1717,0.2749,0.4074,0.7211,0.5962,0.4089,0.2595,0.3629,0.518,0.2396,0.1212,0.2125,0.2777,0.15,0.0887,0.376,0.4138,0.0603,0.2496,0.2109,0.2064,0.0723,0.3487,0.7354,0.1197,0.5347,0.6326,0.0844,0.4479,0.2937,0.524,0.4764,0.2893,0.3498,0.6595,0.1765,0.2333,0.6424,0.362,0.4358,0.2233,0.4695,0.1492,0.092,0.5708,0.2046,0.2322,0.0515,0.2177,0.6075,0.2031,0.127,0.1047,0.1175,0.317,0.1525,0.3936,0.0467,0.0433,0.2047,0.4137,0.0497,0.1149,0.1957,0.075,0.2803,0.044,0.2028,0.5552,0.1123,0.2675,0.147,0.1557,0.0495,0.4246,0.0122,0.0556,0.052,0.0724,0.1481,0.1448,0.0376,0.1489,0.1944,0.256,0.5031,0.102,0.154,0.1069,0.4595,0.0236,0.1408,0.3028,0.1532,0.2763,0.3195,0.0228,0.4129,0.0142,0.1495
545.0,0.017012495,0.089174613,0.778501376,0.1995,0.590817518,0.426909161,0.298338059,0.194935154,0.112929132,0.065594952,0.030490175,0.190805883,0.146952297,0.250679255,0.112748691,0.058524771,0.380614634,0.233805864,0.040988224,0.034100726,0.294346775,0.100907378,0.02442499,0.012756295,0.145247295,0.044024451,0.037262441,0.048182005,0.041353093,0.017000014,0.029529147,0.229925922,0.08336529,0.013106269,0.011175015,0.083880873,0.012193865,0.070086349,0.017087507,0.044124087,0.197780952,0.129428958,0.424336621,0.054501735,0.135848149,0.109858186,0.045639855,0.214322739,0.038470663,0.149172243,0.140098902,0.152127563,0.199764446,0.528685214,0.344181349,0.141430938,0.407617708,0.081416802,0.399077017,0.276071831,0.380655156,0.532142834,0.730859789,0.390454189,0.726156493,0.283138527,0.801494435,0.583534153,0.771094806,0.119229831,0.44055337,0.783908759,0.318859602,0.360826342,0.659288091,0.243270047,0.828484023,0.776622993,0.134786082,0.060598173,0.242581317,0.540417515,0.124205902,0.159914768,0.332251721,0.099872142,0.117305921,0.138938838,0.105208815,0.154001255,0.158769552,0.264973747,0.383447293,0.697549695,0.560709909,0.394514368,0.252616804,0.351192524,0.504164896,0.231845182,0.109882202,0.204480617,0.265919732,0.145245325,0.074645167,0.363684424,0.394391616,0.057143581,0.242905097,0.211293861,0.185157788,0.070181397,0.335469481,0.70844639,0.110078422,0.50594919,0.621991765,0.071348876,0.403049968,0.266589628,0.504041284,0.476110427,0.265083273,0.324362789,0.633995026,0.169302639,0.207570372,0.621923696,0.350643497,0.402543129,0.1985657,0.448667773,0.124346142,0.083314713,0.55937429,0.19703228,0.211007214,0.046242347,0.200133739,0.593404052,0.181242333,0.120317587,0.093474093,0.113373302,0.301160265,0.136779665,0.386016024,0.044593256,0.038931574,0.190708875,0.397131406,0.047625216,0.111170277,0.188999796,0.069060643,0.27464124,0.038855755,0.201608721,0.553033166,0.111322966,0.265861425,0.141464924,0.156126926,0.047818925,0.415474107,0.012043814,0.052005386,0.051996302,0.070727318,0.148131839,0.141681596,0.036378672,0.145178306,0.1949542,0.256989216,0.510610863,0.102606895,0.154323355,0.108200116,0.4555192,0.023850206,0.141761466,0.299550342,0.155295077,0.287035544,0.319586001,0.023131844,0.414250659,0.014393879,0.14973196
